domain,count
whulsaux.com,42
xml-v4.pushub.net,42
crmkt.livejasmin.com,41
freegamefinder.com,41
rg403.com,41
tporn.xxx,41
zenless.hoyoverse.com,41
ads-blocker.pro,40
fruitiesmatchina.org,40
nl.snailnighs.shop,40
threads.com,40
topsolutions.rdtk.io,40
trck.wargaming.net,40
a2.adform.net,39
cooladblocker.pro,39
labmediasolutions.trk2afse.com,39
redirect.career-mesh.com,39
track.deriv.com,39
cdn.ak2yy.com,38
click.appcast.io,38
epsilon.123tokyo.xyz,38
g2nft.com,38
giantadblocker.pro,38
madmuscles.com,38
summertisaridicu.org,38
damericantpast.org,37
fleshagreement.xyz,37
madridkings.shop,37
oldvent.com,37
thegreattech.com,37
track.effiliation.com,37
twitter.com,37
yfwithinriceukwa.org,37
beadpie.xyz,36
url.totaladblock.com,36
vda-global.lilisi.com,36
hvr-amazon.my.site.com,35
ad.admitad.com,34
ecosale.info,34
go.skimresources.com,34
2-05.com,33
enrtx.com,33
redirect.viglink.com,33
rmut-glo.mywebsafety.com,33
track.rollettoaffiliate.com,33
backspinreentryupright.com,32
bc.game,32
brightadnetwork.com,32
clk.sh,32
fedoq.com,32
klrtspet.net,32
offergate-software19.com,32
pxl-eu.rtb.tsyndicate.com,32
search.noted-it.com,32
x7i0.com,32
xt-trk.com,32
dl6.cdn9mc.com,31
elementsguard.com,31
helpcenter.getadblock.com,31
jup.ag,31
linktr.ee,31
onclickperformance.com,31
secure.totaladblock.com,31
totaladblock.com,31
condles-temark.com,30
ctrk.klclick.com,30
first.eshkol.one,30
get-gx.net,30
kofeslos.com,30
mosved.com,30
r.linksprf.com,30
server.cpmstar.com,30
so-gr3at3.com,30
top.offershelters.com,30
xnxx.com,30
adspredictiv.com,29
atuedidnotk.com,29
cdn.runative-syndicate.com,29
emgthroposit.org,29
geniusdexchange.com,29
myvidplay.com,29
unlockfilenow.com,29
bundlecda.com,28
dm.peulmiring.shop,28
engagements.appsflyersdk.com,28
hi.tilesremedy.qpon,28
ljline.com,28
m.pocketoption.com,28
skyscanner.pxf.io,28
trentbereal.com,28
ym.defacesirras.click,28
adahumanhear.com,27
adblockerfortify.pro,27
gangwaynumberprivacy.com,27
gforthemoonheap.org,27
kts.sensitiveclick.com,27
mrdreamzone.com,27
overgreedyminddegree.com,27
s.viikpgei.com,27
visit.nordvpn.com,27
vww1.com,27
ww44.affinity.net,27
xml-v4.giantpanda.media,27
clk.wargaming.net,26
deedeisasbeau.org,26
enlisted.net,26
getsmartyapp.com,26
grandrim.com,26
livejasmin.com,26
my.voruftuiov.com,26
myforwarded.com,26
newsuggest.com,26
nwhoisabletopres.org,26
predictiondisplay.com,26
rankjerryrounion.com,26
refpa07377.com,26
tracking.profferstrack.com,26
x2tsa.com,26
xhamster.com,26
xml-v4.trafficmoose.com,26
cdn4.hola.org,25
cdntechone.com,25
dartpoploaderinstantly.monster,25
devaluequalmrelative.com,25
edge.xtriks.com,25
eporner.com,25
go.marzaent.com,25
pw.untightchronos.shop,25
search.pdf2docs.com,25
tpead.net,25
wildbearads.go2affise.com,25
ad.soicos.com,24
arminius.io,24
bongacams.com,24
decafeligiblyhad.com,24
dtrader.deriv.com,24
go.xlivrdr.com,24
heroadblocker.pro,24
offer-extensions.com,24
record.revmasters.com,24
s.painamour.com,24
s.viinyzfu.com,24
thirddropfellan.com,24
track.pstmrk.it,24
xml-eu-v4.srvqck27.com,24
boxlikesedativespinach.com,23
bx.scoliawhaly.shop,23
crmrc.livejasmin.com,23
dequeens.com,23
eminenx-routee.com,23
heiscoquettef.org,23
insolubledoomedbenignity.com,23
profitablecpmgate.com,23
rak8s.com,23
reatasesetitoefa.com,23
t.locopar.com,23
20rm.com,22
adblockerfortify.net,22
ads-blocker.app,22
betterfall.com,22
diagramjawlineunhappy.com,22
garglingably.com,22
gml-grp.com,22
inkjail.info,22
jt.braysfluing.shop,22
kingaceweb.com,22
landing.candynetwork.ai,22
nyfyr.com,22
rr3---sn-hc57enee.googlevideo.com,22
tg.poohpeachen.shop,22
wo.riverlayboy.shop,22
bef77.com,21
best-girls-around.com,21
cno.jerkmate.net,21
erfumescomyma.org,21
go.farmskins.partners,21
healthington.net,21
l.sparkpcgames.com,21
live.pushub.net,21
monitor.ppcprotect.com,21
novacresta.com,21
profita.g2afse.com,21
r.secprf.com,21
rr1---sn-hoa7kn76.googlevideo.com,21
ruinousfury.com,21
t.anexo.link,21
treesmajestic.com,21
upandsawhwh.com,21
wu.boniestgobbler.cyou,21
xml-v4.srvqk1.com,21
addtoany.com,20
anym8.com,20
campaign.aliexpress.com,20
dbot.deriv.com,20
ehaveagoldenbed.org,20
fellfortunatepassive.com,20
filter.explorads.com,20
gate.first-id.fr,20
illusionalgingersnapproficient.com,20
mobitrade.clicks9.com,20
radiancerelaysacred.com,20
s.viiequgl.com,20
tube8.com,20
welcome.toptrendyinc.com,20
